numero_coleta;cliente_id;cliente;razao_social;mtr;ticket;residuo_coleta;peso_liquido_kg;status_conferencia;esteira;motivo;contrato_residuo_match;valor_unitario_contrato;faturamento_minimo_kg;unidade_medida;residuos_no_contrato;caminhoes_com_valor;pendencias_view;acao_sugerida;residuo_contrato_correto;valor_corrigido;unidade_medida_nova;faturamento_minimo_kg_novo;confirmado
90027;1b45bf13-7ba1-4fe0-9ba8-d3eb3a04cac8;ACTEGA DO BRASIL TINTAS E VERNIZES LTDA (Unid Araçariguama Ara 1);ACTEGA DO BRASIL TINTAS E VERNIZES LTDA (Unid Araçariguama Ara 1);MTR-20260526-115314;115314-1;MIX DE CONTAMINADO;600;PRONTO_PARA_FATURAR;;SEM_MATCH_RESIDUO;;;;;RESÍDUOS SÓLIDOS CONTAMINADOS (R$ 0.62/un) | BORRA DE TINTA DO PROCESSO PRODUTIVO (R$ 0.62/un) | EFLUENTE CONTAMINADO (R$ 0.6/un) | FOSSA SÉPTICA (R$ 0.18/un) | Classe II (R$ 0/un);CAIXA BAIXA | CAMINHÃO BAU | POLIGUINDASTE;"aguardando aprovação do Faturamento, sem valor";Conferir nome do resíduo na coleta vs cadastro do cliente;MIX DE CONTAMINADO;;kg;;
90028;1b45bf13-7ba1-4fe0-9ba8-d3eb3a04cac8;ACTEGA DO BRASIL TINTAS E VERNIZES LTDA (Unid Araçariguama Ara 1);ACTEGA DO BRASIL TINTAS E VERNIZES LTDA (Unid Araçariguama Ara 1);MTR-20260526-115314;115314-2;CLASSE II;240;PRONTO_PARA_FATURAR;;VALOR_ZERO_NO_CONTRATO;Classe II;0;;kg;RESÍDUOS SÓLIDOS CONTAMINADOS (R$ 0.62/un) | BORRA DE TINTA DO PROCESSO PRODUTIVO (R$ 0.62/un) | EFLUENTE CONTAMINADO (R$ 0.6/un) | FOSSA SÉPTICA (R$ 0.18/un) | Classe II (R$ 0/un);CAIXA BAIXA | CAMINHÃO BAU | POLIGUINDASTE;"aguardando aprovação do Faturamento, sem valor";Preencher valor (R$/kg ou unidade) no cadastro do cliente e salvar;Classe II;;kg;;
90043;1b45bf13-7ba1-4fe0-9ba8-d3eb3a04cac8;ACTEGA DO BRASIL TINTAS E VERNIZES LTDA (Unid Araçariguama Ara 1);ACTEGA DO BRASIL TINTAS E VERNIZES LTDA (Unid Araçariguama Ara 1);MTR-20260526-162103;162103-1;MIX CONTAMINADO;1740;PRONTO_PARA_FATURAR;;SEM_MATCH_RESIDUO;;;;;RESÍDUOS SÓLIDOS CONTAMINADOS (R$ 0.62/un) | BORRA DE TINTA DO PROCESSO PRODUTIVO (R$ 0.62/un) | EFLUENTE CONTAMINADO (R$ 0.6/un) | FOSSA SÉPTICA (R$ 0.18/un) | Classe II (R$ 0/un);CAIXA BAIXA | CAMINHÃO BAU | POLIGUINDASTE;"aguardando aprovação do Faturamento, sem valor";Conferir nome do resíduo na coleta vs cadastro do cliente;MIX CONTAMINADO;;kg;;
90044;1b45bf13-7ba1-4fe0-9ba8-d3eb3a04cac8;ACTEGA DO BRASIL TINTAS E VERNIZES LTDA (Unid Araçariguama Ara 1);ACTEGA DO BRASIL TINTAS E VERNIZES LTDA (Unid Araçariguama Ara 1);MTR-20260526-162103;162103-2;CLASSE II;110;PRONTO_PARA_FATURAR;;VALOR_ZERO_NO_CONTRATO;Classe II;0;;kg;RESÍDUOS SÓLIDOS CONTAMINADOS (R$ 0.62/un) | BORRA DE TINTA DO PROCESSO PRODUTIVO (R$ 0.62/un) | EFLUENTE CONTAMINADO (R$ 0.6/un) | FOSSA SÉPTICA (R$ 0.18/un) | Classe II (R$ 0/un);CAIXA BAIXA | CAMINHÃO BAU | POLIGUINDASTE;"aguardando aprovação do Faturamento, sem valor";Preencher valor (R$/kg ou unidade) no cadastro do cliente e salvar;Classe II;;kg;;
90104;1b45bf13-7ba1-4fe0-9ba8-d3eb3a04cac8;ACTEGA DO BRASIL TINTAS E VERNIZES LTDA (Unid Araçariguama Ara 1);ACTEGA DO BRASIL TINTAS E VERNIZES LTDA (Unid Araçariguama Ara 1);MTR-20260528-181118;181118-1;Resíduos sólidos contaminado — Classe I;520;PRONTO_PARA_FATURAR;;SEM_MATCH_RESIDUO;;;;;RESÍDUOS SÓLIDOS CONTAMINADOS (R$ 0.62/un) | BORRA DE TINTA DO PROCESSO PRODUTIVO (R$ 0.62/un) | EFLUENTE CONTAMINADO (R$ 0.6/un) | FOSSA SÉPTICA (R$ 0.18/un) | Classe II (R$ 0/un);CAIXA BAIXA | CAMINHÃO BAU | POLIGUINDASTE;"aguardando aprovação do Faturamento, sem valor";Conferir nome do resíduo na coleta vs cadastro do cliente;Resíduos sólidos contaminado — Classe I;;kg;;
90106;1b45bf13-7ba1-4fe0-9ba8-d3eb3a04cac8;ACTEGA DO BRASIL TINTAS E VERNIZES LTDA (Unid Araçariguama Ara 1);ACTEGA DO BRASIL TINTAS E VERNIZES LTDA (Unid Araçariguama Ara 1);MTR-20260528-181118;181118-3;Classe II — Classe II;100;PRONTO_PARA_FATURAR;;VALOR_ZERO_NO_CONTRATO;Classe II;0;;kg;RESÍDUOS SÓLIDOS CONTAMINADOS (R$ 0.62/un) | BORRA DE TINTA DO PROCESSO PRODUTIVO (R$ 0.62/un) | EFLUENTE CONTAMINADO (R$ 0.6/un) | FOSSA SÉPTICA (R$ 0.18/un) | Classe II (R$ 0/un);CAIXA BAIXA | CAMINHÃO BAU | POLIGUINDASTE;"aguardando aprovação do Faturamento, sem valor";Preencher valor (R$/kg ou unidade) no cadastro do cliente e salvar;Classe II;;kg;;
90130;1b45bf13-7ba1-4fe0-9ba8-d3eb3a04cac8;ACTEGA DO BRASIL TINTAS E VERNIZES LTDA (Unid Araçariguama Ara 1);ACTEGA DO BRASIL TINTAS E VERNIZES LTDA (Unid Araçariguama Ara 1);MTR-20260529-161532;161532-1;MIX CONTAMINADO;300;PRONTO_PARA_FATURAR;;SEM_MATCH_RESIDUO;;;;;RESÍDUOS SÓLIDOS CONTAMINADOS (R$ 0.62/un) | BORRA DE TINTA DO PROCESSO PRODUTIVO (R$ 0.62/un) | EFLUENTE CONTAMINADO (R$ 0.6/un) | FOSSA SÉPTICA (R$ 0.18/un) | Classe II (R$ 0/un);CAIXA BAIXA | CAMINHÃO BAU | POLIGUINDASTE;"aguardando aprovação do Faturamento, sem valor";Conferir nome do resíduo na coleta vs cadastro do cliente;MIX CONTAMINADO;;kg;;
90131;1b45bf13-7ba1-4fe0-9ba8-d3eb3a04cac8;ACTEGA DO BRASIL TINTAS E VERNIZES LTDA (Unid Araçariguama Ara 1);ACTEGA DO BRASIL TINTAS E VERNIZES LTDA (Unid Araçariguama Ara 1);MTR-20260529-161532;161532-2;CLASSE II;140;PRONTO_PARA_FATURAR;;VALOR_ZERO_NO_CONTRATO;Classe II;0;;kg;RESÍDUOS SÓLIDOS CONTAMINADOS (R$ 0.62/un) | BORRA DE TINTA DO PROCESSO PRODUTIVO (R$ 0.62/un) | EFLUENTE CONTAMINADO (R$ 0.6/un) | FOSSA SÉPTICA (R$ 0.18/un) | Classe II (R$ 0/un);CAIXA BAIXA | CAMINHÃO BAU | POLIGUINDASTE;"aguardando aprovação do Faturamento, sem valor";Preencher valor (R$/kg ou unidade) no cadastro do cliente e salvar;Classe II;;kg;;
90192;1b45bf13-7ba1-4fe0-9ba8-d3eb3a04cac8;ACTEGA DO BRASIL TINTAS E VERNIZES LTDA (Unid Araçariguama Ara 1);ACTEGA DO BRASIL TINTAS E VERNIZES LTDA (Unid Araçariguama Ara 1);MTR-20260602-154838;154838-1;MIX CONTAMINADO;170;PRONTO_PARA_FATURAR;;SEM_MATCH_RESIDUO;;;;;RESÍDUOS SÓLIDOS CONTAMINADOS (R$ 0.62/un) | BORRA DE TINTA DO PROCESSO PRODUTIVO (R$ 0.62/un) | EFLUENTE CONTAMINADO (R$ 0.6/un) | FOSSA SÉPTICA (R$ 0.18/un) | Classe II (R$ 0/un);CAIXA BAIXA | CAMINHÃO BAU | POLIGUINDASTE;"aguardando aprovação do Faturamento, sem valor";Conferir nome do resíduo na coleta vs cadastro do cliente;MIX CONTAMINADO;;kg;;
90193;1b45bf13-7ba1-4fe0-9ba8-d3eb3a04cac8;ACTEGA DO BRASIL TINTAS E VERNIZES LTDA (Unid Araçariguama Ara 1);ACTEGA DO BRASIL TINTAS E VERNIZES LTDA (Unid Araçariguama Ara 1);MTR-20260602-154838;154838-2;CLASSE II;50;PRONTO_PARA_FATURAR;;VALOR_ZERO_NO_CONTRATO;Classe II;0;;kg;RESÍDUOS SÓLIDOS CONTAMINADOS (R$ 0.62/un) | BORRA DE TINTA DO PROCESSO PRODUTIVO (R$ 0.62/un) | EFLUENTE CONTAMINADO (R$ 0.6/un) | FOSSA SÉPTICA (R$ 0.18/un) | Classe II (R$ 0/un);CAIXA BAIXA | CAMINHÃO BAU | POLIGUINDASTE;"aguardando aprovação do Faturamento, sem valor";Preencher valor (R$/kg ou unidade) no cadastro do cliente e salvar;Classe II;;kg;;
90234;1b45bf13-7ba1-4fe0-9ba8-d3eb3a04cac8;ACTEGA DO BRASIL TINTAS E VERNIZES LTDA (Unid Araçariguama Ara 1);ACTEGA DO BRASIL TINTAS E VERNIZES LTDA (Unid Araçariguama Ara 1);MTR-20260604-091202;091202-1;Resíduos sólidos contaminado — Classe I;270;PRONTO_PARA_FATURAR;;SEM_MATCH_RESIDUO;;;;;RESÍDUOS SÓLIDOS CONTAMINADOS (R$ 0.62/un) | BORRA DE TINTA DO PROCESSO PRODUTIVO (R$ 0.62/un) | EFLUENTE CONTAMINADO (R$ 0.6/un) | FOSSA SÉPTICA (R$ 0.18/un) | Classe II (R$ 0/un);CAIXA BAIXA | CAMINHÃO BAU | POLIGUINDASTE;"aguardando aprovação do Faturamento, sem valor";Conferir nome do resíduo na coleta vs cadastro do cliente;Resíduos sólidos contaminado — Classe I;;kg;;
90235;1b45bf13-7ba1-4fe0-9ba8-d3eb3a04cac8;ACTEGA DO BRASIL TINTAS E VERNIZES LTDA (Unid Araçariguama Ara 1);ACTEGA DO BRASIL TINTAS E VERNIZES LTDA (Unid Araçariguama Ara 1);MTR-20260604-091202;091202-2;CLASSE II;70;PRONTO_PARA_FATURAR;;VALOR_ZERO_NO_CONTRATO;Classe II;0;;kg;RESÍDUOS SÓLIDOS CONTAMINADOS (R$ 0.62/un) | BORRA DE TINTA DO PROCESSO PRODUTIVO (R$ 0.62/un) | EFLUENTE CONTAMINADO (R$ 0.6/un) | FOSSA SÉPTICA (R$ 0.18/un) | Classe II (R$ 0/un);CAIXA BAIXA | CAMINHÃO BAU | POLIGUINDASTE;"aguardando aprovação do Faturamento, sem valor";Preencher valor (R$/kg ou unidade) no cadastro do cliente e salvar;Classe II;;kg;;
90254;1b45bf13-7ba1-4fe0-9ba8-d3eb3a04cac8;ACTEGA DO BRASIL TINTAS E VERNIZES LTDA (Unid Araçariguama Ara 1);ACTEGA DO BRASIL TINTAS E VERNIZES LTDA (Unid Araçariguama Ara 1);MTR-20260605-142638;142638-1;Resíduos sólidos contaminado — Classe I;100;PRONTO_PARA_FATURAR;;SEM_MATCH_RESIDUO;;;;;RESÍDUOS SÓLIDOS CONTAMINADOS (R$ 0.62/un) | BORRA DE TINTA DO PROCESSO PRODUTIVO (R$ 0.62/un) | EFLUENTE CONTAMINADO (R$ 0.6/un) | FOSSA SÉPTICA (R$ 0.18/un) | Classe II (R$ 0/un);CAIXA BAIXA | CAMINHÃO BAU | POLIGUINDASTE;"aguardando aprovação do Faturamento, sem valor";Conferir nome do resíduo na coleta vs cadastro do cliente;Resíduos sólidos contaminado — Classe I;;kg;;
90255;1b45bf13-7ba1-4fe0-9ba8-d3eb3a04cac8;ACTEGA DO BRASIL TINTAS E VERNIZES LTDA (Unid Araçariguama Ara 1);ACTEGA DO BRASIL TINTAS E VERNIZES LTDA (Unid Araçariguama Ara 1);MTR-20260605-142638;142638-2;Classe II — Classe II;350;PRONTO_PARA_FATURAR;;VALOR_ZERO_NO_CONTRATO;Classe II;0;;kg;RESÍDUOS SÓLIDOS CONTAMINADOS (R$ 0.62/un) | BORRA DE TINTA DO PROCESSO PRODUTIVO (R$ 0.62/un) | EFLUENTE CONTAMINADO (R$ 0.6/un) | FOSSA SÉPTICA (R$ 0.18/un) | Classe II (R$ 0/un);CAIXA BAIXA | CAMINHÃO BAU | POLIGUINDASTE;"aguardando aprovação do Faturamento, sem valor";Preencher valor (R$/kg ou unidade) no cadastro do cliente e salvar;Classe II;;kg;;
90288;1b45bf13-7ba1-4fe0-9ba8-d3eb3a04cac8;ACTEGA DO BRASIL TINTAS E VERNIZES LTDA (Unid Araçariguama Ara 1);ACTEGA DO BRASIL TINTAS E VERNIZES LTDA (Unid Araçariguama Ara 1);MTR-20260605-142638;;MIX DE CONTAMINADOS — Classe I;350;PENDENTE;;SEM_MATCH_RESIDUO;;;;;RESÍDUOS SÓLIDOS CONTAMINADOS (R$ 0.62/un) | BORRA DE TINTA DO PROCESSO PRODUTIVO (R$ 0.62/un) | EFLUENTE CONTAMINADO (R$ 0.6/un) | FOSSA SÉPTICA (R$ 0.18/un) | Classe II (R$ 0/un);CAIXA BAIXA | CAMINHÃO BAU | POLIGUINDASTE;"sem ticket, sem valor";Conferir nome do resíduo na coleta vs cadastro do cliente;MIX DE CONTAMINADOS — Classe I;;kg;;
90289;1b45bf13-7ba1-4fe0-9ba8-d3eb3a04cac8;ACTEGA DO BRASIL TINTAS E VERNIZES LTDA (Unid Araçariguama Ara 1);ACTEGA DO BRASIL TINTAS E VERNIZES LTDA (Unid Araçariguama Ara 1);MTR-20260605-142638;;MIX DE CONTAMINADOS — Classe I;350;PENDENTE;;SEM_MATCH_RESIDUO;;;;;RESÍDUOS SÓLIDOS CONTAMINADOS (R$ 0.62/un) | BORRA DE TINTA DO PROCESSO PRODUTIVO (R$ 0.62/un) | EFLUENTE CONTAMINADO (R$ 0.6/un) | FOSSA SÉPTICA (R$ 0.18/un) | Classe II (R$ 0/un);CAIXA BAIXA | CAMINHÃO BAU | POLIGUINDASTE;"sem ticket, sem valor";Conferir nome do resíduo na coleta vs cadastro do cliente;MIX DE CONTAMINADOS — Classe I;;kg;;
90290;1b45bf13-7ba1-4fe0-9ba8-d3eb3a04cac8;ACTEGA DO BRASIL TINTAS E VERNIZES LTDA (Unid Araçariguama Ara 1);ACTEGA DO BRASIL TINTAS E VERNIZES LTDA (Unid Araçariguama Ara 1);MTR-20260605-142638;;MIX DE CONTAMINADOS — Classe I;350;PENDENTE;;SEM_MATCH_RESIDUO;;;;;RESÍDUOS SÓLIDOS CONTAMINADOS (R$ 0.62/un) | BORRA DE TINTA DO PROCESSO PRODUTIVO (R$ 0.62/un) | EFLUENTE CONTAMINADO (R$ 0.6/un) | FOSSA SÉPTICA (R$ 0.18/un) | Classe II (R$ 0/un);CAIXA BAIXA | CAMINHÃO BAU | POLIGUINDASTE;"sem ticket, sem valor";Conferir nome do resíduo na coleta vs cadastro do cliente;MIX DE CONTAMINADOS — Classe I;;kg;;
90301;1b45bf13-7ba1-4fe0-9ba8-d3eb3a04cac8;ACTEGA DO BRASIL TINTAS E VERNIZES LTDA (Unid Araçariguama Ara 1);ACTEGA DO BRASIL TINTAS E VERNIZES LTDA (Unid Araçariguama Ara 1);MTR-20260609-152935;152935-1;Resíduos sólidos contaminado — Classe I;490;PRONTO_PARA_FATURAR;;SEM_MATCH_RESIDUO;;;;;RESÍDUOS SÓLIDOS CONTAMINADOS (R$ 0.62/un) | BORRA DE TINTA DO PROCESSO PRODUTIVO (R$ 0.62/un) | EFLUENTE CONTAMINADO (R$ 0.6/un) | FOSSA SÉPTICA (R$ 0.18/un) | Classe II (R$ 0/un);CAIXA BAIXA | CAMINHÃO BAU | POLIGUINDASTE;"aguardando aprovação do Faturamento, sem valor";Conferir nome do resíduo na coleta vs cadastro do cliente;Resíduos sólidos contaminado — Classe I;;kg;;
90302;1b45bf13-7ba1-4fe0-9ba8-d3eb3a04cac8;ACTEGA DO BRASIL TINTAS E VERNIZES LTDA (Unid Araçariguama Ara 1);ACTEGA DO BRASIL TINTAS E VERNIZES LTDA (Unid Araçariguama Ara 1);MTR-20260609-152935;152935-2;Classe II — Classe II;130;PRONTO_PARA_FATURAR;;VALOR_ZERO_NO_CONTRATO;Classe II;0;;kg;RESÍDUOS SÓLIDOS CONTAMINADOS (R$ 0.62/un) | BORRA DE TINTA DO PROCESSO PRODUTIVO (R$ 0.62/un) | EFLUENTE CONTAMINADO (R$ 0.6/un) | FOSSA SÉPTICA (R$ 0.18/un) | Classe II (R$ 0/un);CAIXA BAIXA | CAMINHÃO BAU | POLIGUINDASTE;"aguardando aprovação do Faturamento, sem valor";Preencher valor (R$/kg ou unidade) no cadastro do cliente e salvar;Classe II;;kg;;
90035;33ce3d3e-2ff6-46d3-9adb-9858b3fec1b2;ALTA PERFORMANCE MATERIALS SA - 1747;ALTA PERFORMANCE MATERIALS SA - 1747;MTR-20260526-164757;164757;FOSSA — Classe II;13010;PRONTO_PARA_FATURAR;AJUSTE_VALORES_MEDICAO;VALOR_ZERO_NO_CONTRATO;FOSSA;0;1000;kg;FOSSA (R$ 0/un) | RESIDUO DE CAIXA DE GORDURA (R$ 0/un);VACUO | DESOBSTRUÇÃO - MT LINEAR;"aguardando medição / aprovação do cliente, sem valor";Preencher valor (R$/kg ou unidade) no cadastro do cliente e salvar;FOSSA;;kg;1000;
90183;33ce3d3e-2ff6-46d3-9adb-9858b3fec1b2;ALTA PERFORMANCE MATERIALS SA - 1747;ALTA PERFORMANCE MATERIALS SA - 1747;MTR-20260602-154656;154656;FOSSA — Classe II;12750;PRONTO_PARA_FATURAR;AJUSTE_VALORES_MEDICAO;VALOR_ZERO_NO_CONTRATO;FOSSA;0;1000;kg;FOSSA (R$ 0/un) | RESIDUO DE CAIXA DE GORDURA (R$ 0/un);VACUO | DESOBSTRUÇÃO - MT LINEAR;"aguardando medição / aprovação do cliente, sem valor";Preencher valor (R$/kg ou unidade) no cadastro do cliente e salvar;FOSSA;;kg;1000;
90299;33ce3d3e-2ff6-46d3-9adb-9858b3fec1b2;ALTA PERFORMANCE MATERIALS SA - 1747;ALTA PERFORMANCE MATERIALS SA - 1747;MTR-20260609-152847;152847;FOSSA — Classe II;13150;PRONTO_PARA_FATURAR;;VALOR_ZERO_NO_CONTRATO;FOSSA;0;1000;kg;FOSSA (R$ 0/un) | RESIDUO DE CAIXA DE GORDURA (R$ 0/un);VACUO | DESOBSTRUÇÃO - MT LINEAR;"aguardando aprovação do Faturamento, sem valor";Preencher valor (R$/kg ou unidade) no cadastro do cliente e salvar;FOSSA;;kg;1000;
90111;347a0661-4a97-4ccc-b414-d9f5bb8a6744;APC INDUSTRIAL E COMÉRCIO DE EMBALAGENS LTDA;APC INDUSTRIAL E COMÉRCIO DE EMBALAGENS LTDA;MTR-20260530-072706;072706;MIX CONTAMINADO — Classe I;7670;PRONTO_PARA_FATURAR;;VALOR_ZERO_NO_CONTRATO;MIX CONTAMINADO;0;;kg;MIX CONTAMINADO (R$ 0/un);;"aguardando aprovação do Faturamento, sem valor";Preencher valor (R$/kg ou unidade) no cadastro do cliente e salvar;MIX CONTAMINADO;;kg;;
90152;347a0661-4a97-4ccc-b414-d9f5bb8a6744;APC INDUSTRIAL E COMÉRCIO DE EMBALAGENS LTDA;APC INDUSTRIAL E COMÉRCIO DE EMBALAGENS LTDA;MTR-20260601-140620;140620;MIX CONTAMINADO — Classe I;6800;PRONTO_PARA_FATURAR;AJUSTE_VALORES_MEDICAO;VALOR_ZERO_NO_CONTRATO;MIX CONTAMINADO;0;;kg;MIX CONTAMINADO (R$ 0/un);;"aguardando medição / aprovação do cliente, sem valor";Preencher valor (R$/kg ou unidade) no cadastro do cliente e salvar;MIX CONTAMINADO;;kg;;
90211;347a0661-4a97-4ccc-b414-d9f5bb8a6744;APC INDUSTRIAL E COMÉRCIO DE EMBALAGENS LTDA;APC INDUSTRIAL E COMÉRCIO DE EMBALAGENS LTDA;MTR-20260603-155608;155608;MIX CONTAMINADO — Classe I;9280;PRONTO_PARA_FATURAR;AJUSTE_VALORES_MEDICAO;VALOR_ZERO_NO_CONTRATO;MIX CONTAMINADO;0;;kg;MIX CONTAMINADO (R$ 0/un);;"aguardando medição / aprovação do cliente, sem valor";Preencher valor (R$/kg ou unidade) no cadastro do cliente e salvar;MIX CONTAMINADO;;kg;;
