numero_coleta;cliente_id;cliente;razao_social;mtr;ticket;residuo_coleta;peso_liquido_kg;status_conferencia;esteira;motivo;contrato_residuo_match;valor_unitario_contrato;faturamento_minimo_kg;unidade_medida;residuos_no_contrato;caminhoes_com_valor;pendencias_view;acao_sugerida;residuo_contrato_correto;valor_corrigido;unidade_medida_nova;faturamento_minimo_kg_novo;confirmado
90259;805e7290-f5ef-485d-83ee-5f5335bb0922;QUANTIQ DISTRIBUIDORA LTDA;QUANTIQ DISTRIBUIDORA LTDA;MTR-20260605-140235;140235;ÁGUA COM ÓLEO — Classe I;9550;PRONTO_PARA_FATURAR;;VALOR_ZERO_NO_CONTRATO;ÁGUA COM ÓLEO;0;;kg;ÁGUA COM ÓLEO (R$ 0/un);;"aguardando aprovação do Faturamento, sem valor";Preencher valor (R$/kg ou unidade) no cadastro do cliente e salvar;ÁGUA COM ÓLEO;;kg;;
90159;b50413d2-e698-4fd5-b428-1265a91269c2;RESICRYL INDUSTRIA E COMERCIO LTDA;RESICRYL INDUSTRIA E COMERCIO LTDA;MTR-20260602-165810;165810;Fossa Septica — Classe II;11190;PRONTO_PARA_FATURAR;;VALOR_ZERO_NO_CONTRATO;Fossa Septica;0;0;kg;MIX DE SOLIDOS DIVERSOS (R$ 0.58/un) | EFLUENTE INDUSTRIAL (R$ 0.12/un) | RECICLADO (R$ 0/un) | Fossa Septica (R$ 0/un);ROLLON | VACUO - 12M | VACUO - FOSSA;"aguardando aprovação do Faturamento, sem valor";Preencher valor (R$/kg ou unidade) no cadastro do cliente e salvar;Fossa Septica;;kg;0;
90191;b50413d2-e698-4fd5-b428-1265a91269c2;RESICRYL INDUSTRIA E COMERCIO LTDA;RESICRYL INDUSTRIA E COMERCIO LTDA;MTR-20260602-163554;163554;Fossa Septica — Classe II;14830;PRONTO_PARA_FATURAR;;VALOR_ZERO_NO_CONTRATO;Fossa Septica;0;0;kg;MIX DE SOLIDOS DIVERSOS (R$ 0.58/un) | EFLUENTE INDUSTRIAL (R$ 0.12/un) | RECICLADO (R$ 0/un) | Fossa Septica (R$ 0/un);ROLLON | VACUO - 12M | VACUO - FOSSA;"aguardando aprovação do Faturamento, sem valor";Preencher valor (R$/kg ou unidade) no cadastro do cliente e salvar;Fossa Septica;;kg;0;
90057;2f4ce7fb-13a4-41a8-9130-5a28c6264c0e;RUDOLF BRASIL LTDA;RUDOLF BRASIL LTDA;MTR-20260528-151404;151404;CLASSE II;140;PRONTO_PARA_FATURAR;;VALOR_ZERO_NO_CONTRATO;CLASSE II;0;;kg;MIX CONTAMINADO (R$ 0.86/un) | CLASSE II (R$ 0/un);BAU;"aguardando aprovação do Faturamento, sem valor";Preencher valor (R$/kg ou unidade) no cadastro do cliente e salvar;CLASSE II;;kg;;
90081;2f4ce7fb-13a4-41a8-9130-5a28c6264c0e;RUDOLF BRASIL LTDA;RUDOLF BRASIL LTDA;MTR-20260527-172717;172717;CLASSE II — Classe I;20;PRONTO_PARA_FATURAR;;VALOR_ZERO_NO_CONTRATO;CLASSE II;0;;kg;MIX CONTAMINADO (R$ 0.86/un) | CLASSE II (R$ 0/un);BAU;"aguardando aprovação do Faturamento, sem valor";Preencher valor (R$/kg ou unidade) no cadastro do cliente e salvar;CLASSE II;;kg;;
90148;2f4ce7fb-13a4-41a8-9130-5a28c6264c0e;RUDOLF BRASIL LTDA;RUDOLF BRASIL LTDA;MTR-20260601-133542;133542;CLASSE II — Classe I;130;PRONTO_PARA_FATURAR;;VALOR_ZERO_NO_CONTRATO;CLASSE II;0;;kg;MIX CONTAMINADO (R$ 0.86/un) | CLASSE II (R$ 0/un);BAU;"aguardando aprovação do Faturamento, sem valor";Preencher valor (R$/kg ou unidade) no cadastro do cliente e salvar;CLASSE II;;kg;;
90269;2f4ce7fb-13a4-41a8-9130-5a28c6264c0e;RUDOLF BRASIL LTDA;RUDOLF BRASIL LTDA;MTR-20260603-153935;153935;CLASSE II — Classe I;140;PRONTO_PARA_FATURAR;;VALOR_ZERO_NO_CONTRATO;CLASSE II;0;;kg;MIX CONTAMINADO (R$ 0.86/un) | CLASSE II (R$ 0/un);BAU;"aguardando aprovação do Faturamento, sem valor";Preencher valor (R$/kg ou unidade) no cadastro do cliente e salvar;CLASSE II;;kg;;
90189;93adf8b5-21d8-47b2-ad0d-38c849e8a047;SEDES ELBAC;SEDES ELBAC;MTR-20260602-163238;163238;EFLUENTE INDUSTRIAL — Classe I;4270;PRONTO_PARA_FATURAR;;VALOR_ZERO_NO_CONTRATO;EFLUENTE INDUSTRIAL;0;;kg;MIX DE CONTAMINADO (R$ 0/un) | EFLUENTE INDUSTRIAL (R$ 0/un);;"aguardando aprovação do Faturamento, sem valor";Preencher valor (R$/kg ou unidade) no cadastro do cliente e salvar;EFLUENTE INDUSTRIAL;;kg;;
90278;cf4becd2-eb58-428b-b84b-afd7b6996da3;SOMAR EMBALAGENS INDUSTRIA DE CAIXAS DE PAPELAO LTDA;SOMAR EMBALAGENS INDUSTRIA DE CAIXAS DE PAPELAO LTDA;MTR-20260608-132629;132629;ÁGUA CONTAMINADA COM TINTA — Classe I;9080;PRONTO_PARA_FATURAR;;VALOR_ZERO_NO_CONTRATO;ÁGUA CONTAMINADA COM TINTA;0;;kg;ÁGUA CONTAMINADA COM TINTA (R$ 0/un);;"aguardando aprovação do Faturamento, sem valor";Preencher valor (R$/kg ou unidade) no cadastro do cliente e salvar;ÁGUA CONTAMINADA COM TINTA;;kg;;
90091;7f2a2e29-028e-45ef-9bf3-179777312ed4;SOMOV RENTAL LTDA - ARAÇARIGUAMA;SOMOV RENTAL LTDA - ARAÇARIGUAMA;MTR-20260601-091558;091558;RESÍDUOS COMERCIAIS — Classe II;950;PRONTO_PARA_FATURAR;;VALOR_ZERO_NO_CONTRATO;RESÍDUOS COMERCIAIS;0;;kg;FOSSA MISTURADA (R$ 0.37/un) | RESÍDUOS COMERCIAIS (R$ 0/un) | MIX DE CONTAMINADO (R$ 0.68/un) | MADEIRA (R$ 0/un) | SUCATA (R$ 0/un);POLI;"aguardando aprovação do Faturamento, sem valor";Preencher valor (R$/kg ou unidade) no cadastro do cliente e salvar;RESÍDUOS COMERCIAIS;;kg;;
90236;7f2a2e29-028e-45ef-9bf3-179777312ed4;SOMOV RENTAL LTDA - ARAÇARIGUAMA;SOMOV RENTAL LTDA - ARAÇARIGUAMA;MTR-20260604-115005;115005;SUCATA;7580;PRONTO_PARA_FATURAR;;VALOR_ZERO_NO_CONTRATO;SUCATA;0;;kg;FOSSA MISTURADA (R$ 0.37/un) | RESÍDUOS COMERCIAIS (R$ 0/un) | MIX DE CONTAMINADO (R$ 0.68/un) | MADEIRA (R$ 0/un) | SUCATA (R$ 0/un);POLI;"aguardando aprovação do Faturamento, sem valor";Preencher valor (R$/kg ou unidade) no cadastro do cliente e salvar;SUCATA;;kg;;
90237;7f2a2e29-028e-45ef-9bf3-179777312ed4;SOMOV RENTAL LTDA - ARAÇARIGUAMA;SOMOV RENTAL LTDA - ARAÇARIGUAMA;MTR-20260608-093206;093206;MADEIRA — Classe II;2020;PRONTO_PARA_FATURAR;;VALOR_ZERO_NO_CONTRATO;MADEIRA;0;;kg;FOSSA MISTURADA (R$ 0.37/un) | RESÍDUOS COMERCIAIS (R$ 0/un) | MIX DE CONTAMINADO (R$ 0.68/un) | MADEIRA (R$ 0/un) | SUCATA (R$ 0/un);POLI;"aguardando aprovação do Faturamento, sem valor";Preencher valor (R$/kg ou unidade) no cadastro do cliente e salvar;MADEIRA;;kg;;
90127;a3927fdb-6748-46e9-841e-cc122dea8498;SOMOV S/A - CAMPINAS;SOMOV S/A - CAMPINAS;MTR-20260602-103808;103808-1;ÁGUA COM ÓLEO — Classe I;1620;PRONTO_PARA_FATURAR;;VALOR_ZERO_NO_CONTRATO;ÁGUA COM ÓLEO;0;;kg;MIX DE CONTAMINADOS (R$ 0/un) | ÁGUA COM ÓLEO (R$ 0/un);;"aguardando aprovação do Faturamento, sem valor";Preencher valor (R$/kg ou unidade) no cadastro do cliente e salvar;ÁGUA COM ÓLEO;;kg;;
90128;a3927fdb-6748-46e9-841e-cc122dea8498;SOMOV S/A - CAMPINAS;SOMOV S/A - CAMPINAS;MTR-20260602-103808;103808-2;MIX DE CONTAMINADOS — Classe I;180;PRONTO_PARA_FATURAR;;VALOR_ZERO_NO_CONTRATO;MIX DE CONTAMINADOS;0;0;kg;MIX DE CONTAMINADOS (R$ 0/un) | ÁGUA COM ÓLEO (R$ 0/un);;"aguardando aprovação do Faturamento, sem valor";Preencher valor (R$/kg ou unidade) no cadastro do cliente e salvar;MIX DE CONTAMINADOS;;kg;0;
90164;a3927fdb-6748-46e9-841e-cc122dea8498;SOMOV S/A - CAMPINAS;SOMOV S/A - CAMPINAS;MTR-20260602-103808;;ÁGUA COM ÓLEO — Classe I;1620;PENDENTE;;VALOR_ZERO_NO_CONTRATO;ÁGUA COM ÓLEO;0;;kg;MIX DE CONTAMINADOS (R$ 0/un) | ÁGUA COM ÓLEO (R$ 0/un);;"sem ticket, sem valor";Preencher valor (R$/kg ou unidade) no cadastro do cliente e salvar;ÁGUA COM ÓLEO;;kg;;
90165;a3927fdb-6748-46e9-841e-cc122dea8498;SOMOV S/A - CAMPINAS;SOMOV S/A - CAMPINAS;MTR-20260602-103808;;ÁGUA COM ÓLEO — Classe I;1620;PENDENTE;;VALOR_ZERO_NO_CONTRATO;ÁGUA COM ÓLEO;0;;kg;MIX DE CONTAMINADOS (R$ 0/un) | ÁGUA COM ÓLEO (R$ 0/un);;"sem ticket, sem valor";Preencher valor (R$/kg ou unidade) no cadastro do cliente e salvar;ÁGUA COM ÓLEO;;kg;;
90166;a3927fdb-6748-46e9-841e-cc122dea8498;SOMOV S/A - CAMPINAS;SOMOV S/A - CAMPINAS;MTR-20260602-103808;;ÁGUA COM ÓLEO — Classe I;1620;PENDENTE;;VALOR_ZERO_NO_CONTRATO;ÁGUA COM ÓLEO;0;;kg;MIX DE CONTAMINADOS (R$ 0/un) | ÁGUA COM ÓLEO (R$ 0/un);;"sem ticket, sem valor";Preencher valor (R$/kg ou unidade) no cadastro do cliente e salvar;ÁGUA COM ÓLEO;;kg;;
90167;a3927fdb-6748-46e9-841e-cc122dea8498;SOMOV S/A - CAMPINAS;SOMOV S/A - CAMPINAS;MTR-20260602-103808;;ÁGUA COM ÓLEO — Classe I;1620;PENDENTE;;VALOR_ZERO_NO_CONTRATO;ÁGUA COM ÓLEO;0;;kg;MIX DE CONTAMINADOS (R$ 0/un) | ÁGUA COM ÓLEO (R$ 0/un);;"sem ticket, sem valor";Preencher valor (R$/kg ou unidade) no cadastro do cliente e salvar;ÁGUA COM ÓLEO;;kg;;
90168;a3927fdb-6748-46e9-841e-cc122dea8498;SOMOV S/A - CAMPINAS;SOMOV S/A - CAMPINAS;MTR-20260602-103808;;ÁGUA COM ÓLEO — Classe I;1620;PENDENTE;;VALOR_ZERO_NO_CONTRATO;ÁGUA COM ÓLEO;0;;kg;MIX DE CONTAMINADOS (R$ 0/un) | ÁGUA COM ÓLEO (R$ 0/un);;"sem ticket, sem valor";Preencher valor (R$/kg ou unidade) no cadastro do cliente e salvar;ÁGUA COM ÓLEO;;kg;;
90169;a3927fdb-6748-46e9-841e-cc122dea8498;SOMOV S/A - CAMPINAS;SOMOV S/A - CAMPINAS;MTR-20260602-103808;;ÁGUA COM ÓLEO — Classe I;1620;PENDENTE;;VALOR_ZERO_NO_CONTRATO;ÁGUA COM ÓLEO;0;;kg;MIX DE CONTAMINADOS (R$ 0/un) | ÁGUA COM ÓLEO (R$ 0/un);;"sem ticket, sem valor";Preencher valor (R$/kg ou unidade) no cadastro do cliente e salvar;ÁGUA COM ÓLEO;;kg;;
90170;a3927fdb-6748-46e9-841e-cc122dea8498;SOMOV S/A - CAMPINAS;SOMOV S/A - CAMPINAS;MTR-20260602-103808;;ÁGUA COM ÓLEO — Classe I;1620;PENDENTE;;VALOR_ZERO_NO_CONTRATO;ÁGUA COM ÓLEO;0;;kg;MIX DE CONTAMINADOS (R$ 0/un) | ÁGUA COM ÓLEO (R$ 0/un);;"sem ticket, sem valor";Preencher valor (R$/kg ou unidade) no cadastro do cliente e salvar;ÁGUA COM ÓLEO;;kg;;
90171;a3927fdb-6748-46e9-841e-cc122dea8498;SOMOV S/A - CAMPINAS;SOMOV S/A - CAMPINAS;MTR-20260602-103808;;ÁGUA COM ÓLEO — Classe I;1620;PENDENTE;;VALOR_ZERO_NO_CONTRATO;ÁGUA COM ÓLEO;0;;kg;MIX DE CONTAMINADOS (R$ 0/un) | ÁGUA COM ÓLEO (R$ 0/un);;"sem ticket, sem valor";Preencher valor (R$/kg ou unidade) no cadastro do cliente e salvar;ÁGUA COM ÓLEO;;kg;;
90172;a3927fdb-6748-46e9-841e-cc122dea8498;SOMOV S/A - CAMPINAS;SOMOV S/A - CAMPINAS;MTR-20260602-103808;;ÁGUA COM ÓLEO — Classe I;1620;PENDENTE;;VALOR_ZERO_NO_CONTRATO;ÁGUA COM ÓLEO;0;;kg;MIX DE CONTAMINADOS (R$ 0/un) | ÁGUA COM ÓLEO (R$ 0/un);;"sem ticket, sem valor";Preencher valor (R$/kg ou unidade) no cadastro do cliente e salvar;ÁGUA COM ÓLEO;;kg;;
90173;a3927fdb-6748-46e9-841e-cc122dea8498;SOMOV S/A - CAMPINAS;SOMOV S/A - CAMPINAS;MTR-20260602-103808;;ÁGUA COM ÓLEO — Classe I;1620;PENDENTE;;VALOR_ZERO_NO_CONTRATO;ÁGUA COM ÓLEO;0;;kg;MIX DE CONTAMINADOS (R$ 0/un) | ÁGUA COM ÓLEO (R$ 0/un);;"sem ticket, sem valor";Preencher valor (R$/kg ou unidade) no cadastro do cliente e salvar;ÁGUA COM ÓLEO;;kg;;
90174;a3927fdb-6748-46e9-841e-cc122dea8498;SOMOV S/A - CAMPINAS;SOMOV S/A - CAMPINAS;MTR-20260602-103808;;ÁGUA COM ÓLEO — Classe I;1620;PENDENTE;;VALOR_ZERO_NO_CONTRATO;ÁGUA COM ÓLEO;0;;kg;MIX DE CONTAMINADOS (R$ 0/un) | ÁGUA COM ÓLEO (R$ 0/un);;"sem ticket, sem valor";Preencher valor (R$/kg ou unidade) no cadastro do cliente e salvar;ÁGUA COM ÓLEO;;kg;;
90175;a3927fdb-6748-46e9-841e-cc122dea8498;SOMOV S/A - CAMPINAS;SOMOV S/A - CAMPINAS;MTR-20260602-103808;;ÁGUA COM ÓLEO — Classe I;1620;PENDENTE;;VALOR_ZERO_NO_CONTRATO;ÁGUA COM ÓLEO;0;;kg;MIX DE CONTAMINADOS (R$ 0/un) | ÁGUA COM ÓLEO (R$ 0/un);;"sem ticket, sem valor";Preencher valor (R$/kg ou unidade) no cadastro do cliente e salvar;ÁGUA COM ÓLEO;;kg;;
90176;a3927fdb-6748-46e9-841e-cc122dea8498;SOMOV S/A - CAMPINAS;SOMOV S/A - CAMPINAS;MTR-20260602-103808;;ÁGUA COM ÓLEO — Classe I;1620;PENDENTE;;VALOR_ZERO_NO_CONTRATO;ÁGUA COM ÓLEO;0;;kg;MIX DE CONTAMINADOS (R$ 0/un) | ÁGUA COM ÓLEO (R$ 0/un);;"sem ticket, sem valor";Preencher valor (R$/kg ou unidade) no cadastro do cliente e salvar;ÁGUA COM ÓLEO;;kg;;
90177;a3927fdb-6748-46e9-841e-cc122dea8498;SOMOV S/A - CAMPINAS;SOMOV S/A - CAMPINAS;MTR-20260602-103808;;ÁGUA COM ÓLEO — Classe I;1620;PENDENTE;;VALOR_ZERO_NO_CONTRATO;ÁGUA COM ÓLEO;0;;kg;MIX DE CONTAMINADOS (R$ 0/un) | ÁGUA COM ÓLEO (R$ 0/un);;"sem ticket, sem valor";Preencher valor (R$/kg ou unidade) no cadastro do cliente e salvar;ÁGUA COM ÓLEO;;kg;;
90178;a3927fdb-6748-46e9-841e-cc122dea8498;SOMOV S/A - CAMPINAS;SOMOV S/A - CAMPINAS;MTR-20260602-103808;;ÁGUA COM ÓLEO — Classe I;1620;PENDENTE;;VALOR_ZERO_NO_CONTRATO;ÁGUA COM ÓLEO;0;;kg;MIX DE CONTAMINADOS (R$ 0/un) | ÁGUA COM ÓLEO (R$ 0/un);;"sem ticket, sem valor";Preencher valor (R$/kg ou unidade) no cadastro do cliente e salvar;ÁGUA COM ÓLEO;;kg;;
90179;a3927fdb-6748-46e9-841e-cc122dea8498;SOMOV S/A - CAMPINAS;SOMOV S/A - CAMPINAS;MTR-20260602-103808;;ÁGUA COM ÓLEO — Classe I;1620;PENDENTE;;VALOR_ZERO_NO_CONTRATO;ÁGUA COM ÓLEO;0;;kg;MIX DE CONTAMINADOS (R$ 0/un) | ÁGUA COM ÓLEO (R$ 0/un);;"sem ticket, sem valor";Preencher valor (R$/kg ou unidade) no cadastro do cliente e salvar;ÁGUA COM ÓLEO;;kg;;
90151;ab9e7858-1c86-408c-850e-38b881e1b107;SPAY (WORDLUB / SILCON);SPAY (WORDLUB / SILCON);MTR-20260601-160344;160344;EFLUENTE;21010;PRONTO_PARA_FATURAR;;VALOR_ZERO_NO_CONTRATO;EFLUENTE INDUSTRIAL;0;;kg;EFLUENTE INDUSTRIAL (R$ 0/un) | PRODUTO ACABADO (R$ 0/un);;"aguardando aprovação do Faturamento, sem valor";Preencher valor (R$/kg ou unidade) no cadastro do cliente e salvar;EFLUENTE INDUSTRIAL;;kg;;
90020;1168c15e-07a8-4f3c-afe5-3f0b7950121b;TAM LINHAS AEREAS (GRU);TAM LINHAS AEREAS (GRU);MTR-20260526-110654;110654-1;MIX DE CONTAMINADO — SÓLIDO;4320;PRONTO_PARA_FATURAR;;SEM_RESIDUOS_CONTRATO_JSONB;;;;;;;"aguardando aprovação do Faturamento, sem valor";Migrar/preencher residuos_contrato no cadastro do cliente;MIX DE CONTAMINADO — SÓLIDO;;kg;;
90119;1168c15e-07a8-4f3c-afe5-3f0b7950121b;TAM LINHAS AEREAS (GRU);TAM LINHAS AEREAS (GRU);MTR-20260526-110654;110654-2;RESÍDUOS HORMONAIS;710;PRONTO_PARA_FATURAR;;SEM_RESIDUOS_CONTRATO_JSONB;;;;;;;"aguardando aprovação do Faturamento, sem valor";Migrar/preencher residuos_contrato no cadastro do cliente;RESÍDUOS HORMONAIS;;kg;;
90120;1168c15e-07a8-4f3c-afe5-3f0b7950121b;TAM LINHAS AEREAS (GRU);TAM LINHAS AEREAS (GRU);MTR-20260526-110654;110654-3;SOLVENTE;1020;PRONTO_PARA_FATURAR;;SEM_RESIDUOS_CONTRATO_JSONB;;;;;;;"aguardando aprovação do Faturamento, sem valor";Migrar/preencher residuos_contrato no cadastro do cliente;SOLVENTE;;kg;;
90121;1168c15e-07a8-4f3c-afe5-3f0b7950121b;TAM LINHAS AEREAS (GRU);TAM LINHAS AEREAS (GRU);MTR-20260526-110654;110654-4;RESÍDUO QUÍMICO;2870;PRONTO_PARA_FATURAR;;SEM_RESIDUOS_CONTRATO_JSONB;;;;;;;"aguardando aprovação do Faturamento, sem valor";Migrar/preencher residuos_contrato no cadastro do cliente;RESÍDUO QUÍMICO;;kg;;
90122;1168c15e-07a8-4f3c-afe5-3f0b7950121b;TAM LINHAS AEREAS (GRU);TAM LINHAS AEREAS (GRU);MTR-20260526-110654;110654-5;MIX;1910;PRONTO_PARA_FATURAR;;SEM_RESIDUOS_CONTRATO_JSONB;;;;;;;"aguardando aprovação do Faturamento, sem valor";Migrar/preencher residuos_contrato no cadastro do cliente;MIX;;kg;;
90123;1168c15e-07a8-4f3c-afe5-3f0b7950121b;TAM LINHAS AEREAS (GRU);TAM LINHAS AEREAS (GRU);MTR-20260526-110654;110654-6;RSS;290;PRONTO_PARA_FATURAR;;SEM_RESIDUOS_CONTRATO_JSONB;;;;;;;"aguardando aprovação do Faturamento, sem valor";Migrar/preencher residuos_contrato no cadastro do cliente;RSS;;kg;;
90060;e92f48ce-c2a0-4962-9839-14fb228f73ce;TECTHANE INDUSTRIA E COMERCIO DE ARTEFATOS EM POLIURETANO LTDA;TECTHANE INDUSTRIA E COMERCIO DE ARTEFATOS EM POLIURETANO LTDA;MTR-20260528-150507;150507;REFUGOS DE PLÁSTICO;1100;PRONTO_PARA_FATURAR;;VALOR_ZERO_NO_CONTRATO;REFUGOS DE PLÁSTICO;0;;kg;Mix Contaminados Solidos (R$ 0.65/un) | Efluente Contaminados (R$ 0.65/un) | REFUGOS DE PLÁSTICO (R$ 0/un);;"aguardando aprovação do Faturamento, sem valor";Preencher valor (R$/kg ou unidade) no cadastro do cliente e salvar;REFUGOS DE PLÁSTICO;;kg;;
90149;e92f48ce-c2a0-4962-9839-14fb228f73ce;TECTHANE INDUSTRIA E COMERCIO DE ARTEFATOS EM POLIURETANO LTDA;TECTHANE INDUSTRIA E COMERCIO DE ARTEFATOS EM POLIURETANO LTDA;MTR-20260601-134127;134127;REFUGOS PLÁSTICO — SÓLIDO;470;PRONTO_PARA_FATURAR;;SEM_MATCH_RESIDUO;;;;;Mix Contaminados Solidos (R$ 0.65/un) | Efluente Contaminados (R$ 0.65/un) | REFUGOS DE PLÁSTICO (R$ 0/un);;"aguardando aprovação do Faturamento, sem valor";Conferir nome do resíduo na coleta vs cadastro do cliente;REFUGOS PLÁSTICO — SÓLIDO;;kg;;
90274;e92f48ce-c2a0-4962-9839-14fb228f73ce;TECTHANE INDUSTRIA E COMERCIO DE ARTEFATOS EM POLIURETANO LTDA;TECTHANE INDUSTRIA E COMERCIO DE ARTEFATOS EM POLIURETANO LTDA;MTR-20260603-143157;143157;REFUGOS DE PLÁSTICO;1360;PRONTO_PARA_FATURAR;;VALOR_ZERO_NO_CONTRATO;REFUGOS DE PLÁSTICO;0;;kg;Mix Contaminados Solidos (R$ 0.65/un) | Efluente Contaminados (R$ 0.65/un) | REFUGOS DE PLÁSTICO (R$ 0/un);;"aguardando aprovação do Faturamento, sem valor";Preencher valor (R$/kg ou unidade) no cadastro do cliente e salvar;REFUGOS DE PLÁSTICO;;kg;;
90209;9496121f-9ae0-451a-96e1-bb54628951c4;TOYO INK BRASIL LTDA;TOYO INK BRASIL LTDA;MTR-20260603-162236;162236;MIX DE CONTAMINADO — Classe I;1680;PRONTO_PARA_FATURAR;;VALOR_ZERO_NO_CONTRATO;MIX DE CONTAMINADO;0;;kg;MIX DE CONTAMINADO (R$ 0/un) | BORRA DE TINTA (R$ 0/un);;"aguardando aprovação do Faturamento, sem valor";Preencher valor (R$/kg ou unidade) no cadastro do cliente e salvar;MIX DE CONTAMINADO;;kg;;
90272;9496121f-9ae0-451a-96e1-bb54628951c4;TOYO INK BRASIL LTDA;TOYO INK BRASIL LTDA;MTR-20260608-104757;104757-1;MIX DE CONTAMINADO — Classe I;2810;PRONTO_PARA_FATURAR;;VALOR_ZERO_NO_CONTRATO;MIX DE CONTAMINADO;0;;kg;MIX DE CONTAMINADO (R$ 0/un) | BORRA DE TINTA (R$ 0/un);;"aguardando aprovação do Faturamento, sem valor";Preencher valor (R$/kg ou unidade) no cadastro do cliente e salvar;MIX DE CONTAMINADO;;kg;;
90273;9496121f-9ae0-451a-96e1-bb54628951c4;TOYO INK BRASIL LTDA;TOYO INK BRASIL LTDA;MTR-20260608-104757;104757-2;BORRA DE TINTA — Classe I;560;PRONTO_PARA_FATURAR;;VALOR_ZERO_NO_CONTRATO;BORRA DE TINTA;0;;kg;MIX DE CONTAMINADO (R$ 0/un) | BORRA DE TINTA (R$ 0/un);;"aguardando aprovação do Faturamento, sem valor";Preencher valor (R$/kg ou unidade) no cadastro do cliente e salvar;BORRA DE TINTA;;kg;;
90033;cc899da2-a3cb-4d38-9a20-b409fbdf3042;TRANS KOTHE TRANSPORTES RODOVIÁRIOS S/A;TRANS KOTHE TRANSPORTES RODOVIÁRIOS S/A;MTR-20260526-162541;162541;CINTAS — SÓLIDO;450;PRONTO_PARA_FATURAR;;SEM_RESIDUOS_CONTRATO_JSONB;;;;;;;"aguardando aprovação do Faturamento, sem valor";Migrar/preencher residuos_contrato no cadastro do cliente;CINTAS — SÓLIDO;;kg;;
90009;93ce40cc-98cb-4cdc-bd63-5e99c6cc20ad;TRISOFT TEXTIL;TRISOFT TEXTIL;MTR-20260526-092551;092551;CLASSE II — SÓLIDO;1500;PRONTO_PARA_FATURAR;MEDICAO_PENDENTE;VALOR_ZERO_NO_CONTRATO;CLASSE II;0;;kg;CLASSE II (R$ 0/un) | ENTULHO (R$ 0/un) | SUCATA (R$ 0/un);;"aguardando medição / aprovação do cliente, sem valor";Preencher valor (R$/kg ou unidade) no cadastro do cliente e salvar;CLASSE II;;kg;;
90032;93ce40cc-98cb-4cdc-bd63-5e99c6cc20ad;TRISOFT TEXTIL;TRISOFT TEXTIL;MTR-20260526-154004;154004;CLASSE II — Classe II;340;PRONTO_PARA_FATURAR;;VALOR_ZERO_NO_CONTRATO;CLASSE II;0;;kg;CLASSE II (R$ 0/un) | ENTULHO (R$ 0/un) | SUCATA (R$ 0/un);;"aguardando aprovação do Faturamento, sem valor";Preencher valor (R$/kg ou unidade) no cadastro do cliente e salvar;CLASSE II;;kg;;
90063;93ce40cc-98cb-4cdc-bd63-5e99c6cc20ad;TRISOFT TEXTIL;TRISOFT TEXTIL;MTR-20260528-144806;144806;ENTULHO — Classe II;930;PRONTO_PARA_FATURAR;;VALOR_ZERO_NO_CONTRATO;CLASSE II;0;;kg;CLASSE II (R$ 0/un) | ENTULHO (R$ 0/un) | SUCATA (R$ 0/un);;"aguardando aprovação do Faturamento, sem valor";Preencher valor (R$/kg ou unidade) no cadastro do cliente e salvar;CLASSE II;;kg;;
90075;93ce40cc-98cb-4cdc-bd63-5e99c6cc20ad;TRISOFT TEXTIL;TRISOFT TEXTIL;MTR-20260527-171337;171337;CLASSE II — Classe II;360;PRONTO_PARA_FATURAR;;VALOR_ZERO_NO_CONTRATO;CLASSE II;0;;kg;CLASSE II (R$ 0/un) | ENTULHO (R$ 0/un) | SUCATA (R$ 0/un);;"aguardando aprovação do Faturamento, sem valor";Preencher valor (R$/kg ou unidade) no cadastro do cliente e salvar;CLASSE II;;kg;;
90089;93ce40cc-98cb-4cdc-bd63-5e99c6cc20ad;TRISOFT TEXTIL;TRISOFT TEXTIL;MTR-20260528-182506;182506;CLASSE II — Classe II;360;PRONTO_PARA_FATURAR;;VALOR_ZERO_NO_CONTRATO;CLASSE II;0;;kg;CLASSE II (R$ 0/un) | ENTULHO (R$ 0/un) | SUCATA (R$ 0/un);;"aguardando aprovação do Faturamento, sem valor";Preencher valor (R$/kg ou unidade) no cadastro do cliente e salvar;CLASSE II;;kg;;
90134;93ce40cc-98cb-4cdc-bd63-5e99c6cc20ad;TRISOFT TEXTIL;TRISOFT TEXTIL;MTR-20260529-160934;160934;CLASSE II — Classe II;540;PRONTO_PARA_FATURAR;;VALOR_ZERO_NO_CONTRATO;CLASSE II;0;;kg;CLASSE II (R$ 0/un) | ENTULHO (R$ 0/un) | SUCATA (R$ 0/un);;"aguardando aprovação do Faturamento, sem valor";Preencher valor (R$/kg ou unidade) no cadastro do cliente e salvar;CLASSE II;;kg;;
90155;93ce40cc-98cb-4cdc-bd63-5e99c6cc20ad;TRISOFT TEXTIL;TRISOFT TEXTIL;MTR-20260530-101430;101430;CLASSE II — Classe II;1030;PRONTO_PARA_FATURAR;;VALOR_ZERO_NO_CONTRATO;CLASSE II;0;;kg;CLASSE II (R$ 0/un) | ENTULHO (R$ 0/un) | SUCATA (R$ 0/un);;"aguardando aprovação do Faturamento, sem valor";Preencher valor (R$/kg ou unidade) no cadastro do cliente e salvar;CLASSE II;;kg;;
